Step,thirsty-proskuriakova-2 - hard/00_episode_successes,thirsty-proskuriakova-2 - hard/00_episode_successes__MIN,thirsty-proskuriakova-2 - hard/00_episode_successes__MAX,thirsty-proskuriakova-2 - hard/01_episode_successes,thirsty-proskuriakova-2 - hard/01_episode_successes__MIN,thirsty-proskuriakova-2 - hard/01_episode_successes__MAX,thirsty-proskuriakova-2 - hard/02_episode_successes,thirsty-proskuriakova-2 - hard/02_episode_successes__MIN,thirsty-proskuriakova-2 - hard/02_episode_successes__MAX,thirsty-proskuriakova-2 - hard/04_episode_successes,thirsty-proskuriakova-2 - hard/04_episode_successes__MIN,thirsty-proskuriakova-2 - hard/04_episode_successes__MAX,thirsty-proskuriakova-2 - hard/06_episode_successes,thirsty-proskuriakova-2 - hard/06_episode_successes__MIN,thirsty-proskuriakova-2 - hard/06_episode_successes__MAX,thirsty-proskuriakova-2 - hard/08_episode_successes,thirsty-proskuriakova-2 - hard/08_episode_successes__MIN,thirsty-proskuriakova-2 - hard/08_episode_successes__MAX,thirsty-proskuriakova-2 - hard/10_episode_successes,thirsty-proskuriakova-2 - hard/10_episode_successes__MIN,thirsty-proskuriakova-2 - hard/10_episode_successes__MAX,thirsty-proskuriakova-2 - hard/12_episode_successes,thirsty-proskuriakova-2 - hard/12_episode_successes__MIN,thirsty-proskuriakova-2 - hard/12_episode_successes__MAX,thirsty-proskuriakova-2 - hard/16_episode_successes,thirsty-proskuriakova-2 - hard/16_episode_successes__MIN,thirsty-proskuriakova-2 - hard/16_episode_successes__MAX
998400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10014720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20029440,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265,0.0051020408163265
30044160,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186,0.0081032412965186
40058880,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521,0.01890756302521
50073600,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597,0.0228091236494597
60088320,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817,0.0372148859543817
70103040,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082,0.0423169267707082
80117760,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156,0.0471188475390156
90132480,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593,0.040516206482593
100147200,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771,0.0465186074429771
110161920,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799,0.0606242496998799
120176640,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629,0.072328931572629
130191360,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866,0.0732292917166866
140206080,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138,0.0705282112845138
150220800,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555,0.0774309723889555
160235520,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357,0.0849339735894357
170250240,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397,0.0834333733493397
200294400,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239,0.0894357743097239
300441600,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108,0.1095438175270108
400588800,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983,0.1218487394957983
500736000,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196,0.1440576230492196
600883200,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145,0.1611644657863145
701030400,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478
801177600,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206,0.1815726290516206
901324800,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478,0.1788715486194478
1001472000,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578,0.1977791116446578
1101619200,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176,0.2205882352941176
1201766400,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289,0.2238895558223289
1301913600,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152,0.2518007202881152
1402060800,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497,0.2539015606242497
1502208000,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926,0.2451980792316926
1602355200,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073,0.2548019207683073
1702502400,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531,0.2602040816326531
1802649600,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033,0.2563025210084033
1902796800,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114,0.267406962785114
2002944000,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683,0.2620048019207683
